booking_id,hotel_id,room_id,created_at,checkin_date,checkout_date,lead_time_days,length_of_stay,num_guests,channel,cancellation_policy,price_per_night,total_price,refundable,is_cancelled,cancel_date,weather_score,events_nearby_level,competitor_price_index,holiday_flag,created_dow,checkin_dow
B001068,H004,H004-R035,09/01/2024,17/01/2024,21/01/2024,8,4,3,Direct,Flexible,63.24,252.96,1,1,13/01/2024,0.382,0,0.906,0,Tuesday,Wednesday
B001069,H015,H015-R036,12/02/2024,22/04/2024,25/04/2024,70,3,1,Direct,Semi-Flex,98.15,294.45,1,1,07/04/2024,0.251,0,0.975,0,Monday,Monday
B001070,H014,H014-R028,03/10/2024,22/02/2025,03/03/2025,142,9,3,Direct,Semi-Flex,92.29,830.61,1,0,,0.595,0,0.986,0,Thursday,Saturday
B001071,H012,H012-R082,10/06/2025,17/07/2025,21/07/2025,37,4,3,OTA-Expedia,Flexible,134.16,536.64,1,1,15/06/2025,0.913,0,0.985,0,Tuesday,Thursday
B001072,H006,H006-R001,20/07/2025,28/10/2025,29/10/2025,100,1,2,Direct,Semi-Flex,91.82,91.82,1,0,,0.362,0,0.959,1,Sunday,Tuesday
B001073,H006,H006-R049,15/07/2024,05/09/2024,08/09/2024,52,3,3,OTA-Booking,NRF,148.16,444.48,0,0,,0.576,0,0.887,0,Monday,Thursday
B001074,H006,H006-R032,03/01/2024,24/06/2024,27/06/2024,173,3,3,Direct,Flexible,133.11,399.33,1,1,25/03/2024,0.479,0,0.935,0,Wednesday,Monday
B001075,H001,H001-R026,19/01/2025,26/03/2025,29/03/2025,66,3,3,Direct,Semi-Flex,50.29,150.87,1,0,,0.079,0,0.989,0,Sunday,Wednesday
B001076,H001,H001-R016,15/07/2025,24/11/2025,02/12/2025,132,8,2,Corporate,NRF,44.45,355.6,0,0,,0.623,0,0.938,0,Tuesday,Monday
B001077,H008,H008-R065,24/03/2025,13/04/2025,22/04/2025,20,9,1,Phone,Flexible,91.05,819.45,1,0,,0.683,0,0.993,0,Monday,Sunday
B001078,H005,H005-R027,08/07/2025,08/12/2025,18/12/2025,153,10,2,OTA-Booking,Flexible,70.87,708.7,1,0,,0.086,0,0.953,0,Tuesday,Monday
B001079,H001,H001-R021,07/09/2024,02/01/2025,06/01/2025,117,4,2,OTA-Booking,NRF,54.85,219.4,0,0,,0.383,0,1.019,0,Saturday,Thursday
B001080,H013,H013-R064,28/06/2024,09/12/2024,12/12/2024,164,3,4,OTA-Booking,Flexible,72.56,217.68,1,1,16/08/2024,0.867,0,1.144,0,Friday,Monday
B001081,H008,H008-R057,21/11/2024,06/05/2025,15/05/2025,166,9,2,OTA-Booking,Semi-Flex,106.79,961.11,1,1,16/03/2025,0.336,0,0.999,0,Thursday,Tuesday
B001082,H013,H013-R049,11/10/2024,17/11/2024,27/11/2024,37,10,3,OTA-Expedia,Flexible,76.59,765.9,1,0,,0.416,0,1.111,0,Friday,Sunday
B001083,H009,H009-R019,05/01/2024,17/01/2024,21/01/2024,12,4,1,OTA-Expedia,NRF,54.06,216.24,0,0,,0.741,0,0.992,0,Friday,Wednesday
B001084,H001,H001-R002,08/06/2025,10/09/2025,11/09/2025,94,1,3,Corporate,NRF,89.21,89.21,0,0,,0.716,0,1.036,0,Sunday,Wednesday
B001085,H009,H009-R003,01/05/2025,28/08/2025,04/09/2025,119,7,2,OTA-Booking,Semi-Flex,88.69,620.83,1,0,,0.7,1,0.946,0,Thursday,Thursday
B001086,H015,H015-R053,16/09/2024,26/10/2024,05/11/2024,40,10,1,Direct,NRF,97.12,971.2,0,0,,0.486,0,1.051,0,Monday,Saturday
B001087,H013,H013-R068,30/05/2025,19/09/2025,20/09/2025,112,1,1,OTA-Expedia,Semi-Flex,124.88,124.88,1,0,,0.295,0,1.055,0,Friday,Friday
B001088,H012,H012-R018,20/12/2024,07/04/2025,09/04/2025,108,2,1,OTA-Booking,NRF,119.58,239.16,0,0,,0.535,0,1.082,0,Friday,Monday
B001089,H004,H004-R012,07/02/2024,05/07/2024,10/07/2024,149,5,4,OTA-Booking,Semi-Flex,103.19,515.95,1,0,,0.625,0,1.004,0,Wednesday,Friday
B001090,H003,H003-R026,19/11/2024,05/01/2025,12/01/2025,47,7,3,OTA-Expedia,NRF,79.63,557.41,0,0,,0.512,1,0.986,0,Tuesday,Sunday
B001091,H015,H015-R048,06/01/2024,29/05/2024,02/06/2024,144,4,3,Direct,Semi-Flex,92.12,368.48,1,0,,0.503,0,1.117,0,Saturday,Wednesday
B001092,H007,H007-R006,10/07/2025,22/09/2025,02/10/2025,74,10,1,OTA-Expedia,Flexible,73.23,732.3,1,0,,0.348,0,1.085,0,Thursday,Monday
B001093,H012,H012-R025,20/07/2024,07/09/2024,11/09/2024,49,4,2,Direct,NRF,166.45,665.8,0,0,,0.227,0,0.955,0,Saturday,Saturday
B001094,H003,H003-R016,03/11/2024,26/12/2024,02/01/2025,53,7,3,OTA-Expedia,Flexible,65.26,456.82,1,1,20/12/2024,0.292,0,1.048,1,Sunday,Thursday
B001095,H010,H010-R006,04/12/2024,10/12/2024,18/12/2024,6,8,4,OTA-Booking,Flexible,55.88,447.04,1,0,,0.491,0,1.12,0,Wednesday,Tuesday
B001096,H003,H003-R017,30/11/2024,05/05/2025,09/05/2025,156,4,2,Direct,NRF,85.12,340.48,0,0,,0.469,0,0.982,0,Saturday,Monday
B001097,H006,H006-R016,13/04/2025,25/07/2025,31/07/2025,103,6,2,Corporate,Flexible,112.45,674.7,1,0,,0.237,0,0.946,0,Sunday,Friday
B001098,H014,H014-R031,04/01/2024,09/01/2024,15/01/2024,5,6,1,OTA-Expedia,NRF,80.99,485.94,0,0,,0.852,0,1.079,0,Thursday,Tuesday
B001099,H005,H005-R002,27/06/2024,20/07/2024,26/07/2024,23,6,3,Direct,Semi-Flex,92.78,556.68,1,0,,0.375,0,0.884,0,Thursday,Saturday
B001100,H003,H003-R002,01/01/2024,06/03/2024,14/03/2024,65,8,3,OTA-Expedia,Flexible,68.14,545.12,1,0,,0.386,0,0.97,0,Monday,Wednesday
B001101,H003,H003-R020,01/03/2024,30/07/2024,04/08/2024,151,5,3,Direct,Flexible,116.9,584.5,1,1,22/06/2024,0.492,0,1.032,0,Friday,Tuesday
B001102,H006,H006-R002,05/11/2025,24/11/2025,28/11/2025,19,4,1,OTA-Booking,Flexible,80.94,323.76,1,0,,0.411,0,1.198,0,Wednesday,Monday
B001103,H013,H013-R056,23/11/2024,22/01/2025,30/01/2025,60,8,1,Direct,NRF,81.89,655.12,0,0,,0.335,0,1.008,0,Saturday,Wednesday
B001104,H005,H005-R035,08/05/2025,17/09/2025,23/09/2025,132,6,2,Phone,NRF,113.65,681.9,0,0,,0.64,0,0.979,0,Thursday,Wednesday
B001105,H013,H013-R059,29/12/2024,20/05/2025,29/05/2025,142,9,1,OTA-Expedia,Semi-Flex,89.5,805.5,1,1,28/01/2025,0.491,0,1.146,0,Sunday,Tuesday
B001106,H012,H012-R009,03/02/2024,20/05/2024,30/05/2024,107,10,1,OTA-Expedia,NRF,105.63,1056.3,0,0,,0.424,0,1.073,0,Saturday,Monday
B001107,H014,H014-R046,13/10/2025,31/10/2025,10/11/2025,18,10,3,OTA-Booking,NRF,89.82,898.2,0,0,,0.475,0,0.928,0,Monday,Friday
B001108,H004,H004-R023,26/01/2024,27/02/2024,28/02/2024,32,1,3,Corporate,Flexible,71.9,71.9,1,0,,0.248,0,0.843,0,Friday,Tuesday
B001109,H001,H001-R013,27/01/2025,20/02/2025,02/03/2025,24,10,2,OTA-Expedia,NRF,47.44,474.4,0,0,,0.51,0,0.856,0,Monday,Thursday
B001110,H003,H003-R056,04/01/2025,13/06/2025,22/06/2025,160,9,1,Direct,Flexible,110.74,996.66,1,0,,0.741,0,0.943,0,Saturday,Friday
B001111,H008,H008-R021,02/01/2025,02/03/2025,09/03/2025,59,7,1,OTA-Booking,Flexible,72.84,509.88,1,0,,0.454,0,0.986,0,Thursday,Sunday
B001112,H002,H002-R002,18/07/2024,25/10/2024,28/10/2024,99,3,4,OTA-Booking,Semi-Flex,111.63,334.89,1,0,,0.438,0,0.956,0,Thursday,Friday
B001113,H003,H003-R039,08/09/2024,09/09/2024,15/09/2024,1,6,4,Direct,NRF,110.13,660.78,0,0,,0.349,0,1.175,0,Sunday,Monday
B001114,H013,H013-R029,14/09/2025,22/11/2025,23/11/2025,69,1,1,Corporate,NRF,86,86,0,0,,0.461,1,0.718,0,Sunday,Saturday
B001115,H014,H014-R002,24/08/2024,02/01/2025,04/01/2025,131,2,4,OTA-Booking,Flexible,81.13,162.26,1,1,01/09/2024,0.213,0,0.954,0,Saturday,Thursday
B001116,H011,H011-R053,29/12/2024,17/02/2025,24/02/2025,50,7,3,Direct,Flexible,73.66,515.62,1,0,,0.495,0,0.948,0,Sunday,Monday
B001117,H015,H015-R048,01/01/2024,06/05/2024,10/05/2024,126,4,3,Phone,NRF,102.4,409.6,0,0,,0.083,0,0.953,0,Monday,Monday
B001118,H002,H002-R045,20/07/2025,13/08/2025,16/08/2025,24,3,3,Direct,Flexible,126.83,380.49,1,0,,0.58,1,0.978,0,Sunday,Wednesday
B001119,H013,H013-R069,22/09/2024,12/02/2025,15/02/2025,143,3,2,Direct,Semi-Flex,80.86,242.58,1,0,,0.587,0,1.051,0,Sunday,Wednesday
B001120,H014,H014-R048,03/07/2025,14/09/2025,19/09/2025,73,5,2,Phone,NRF,132.27,661.35,0,0,,0.402,0,0.792,0,Thursday,Sunday
B001121,H008,H008-R042,05/12/2025,13/12/2025,22/12/2025,8,9,3,Direct,Semi-Flex,80.42,723.78,1,1,06/12/2025,0.675,0,1.121,0,Friday,Saturday
B001122,H007,H007-R002,03/01/2024,16/04/2024,21/04/2024,104,5,3,Phone,Flexible,67.88,339.4,1,0,,0.481,0,1.018,0,Wednesday,Tuesday
B001123,H001,H001-R006,19/04/2025,28/05/2025,05/06/2025,39,8,1,OTA-Booking,Flexible,58.41,467.28,1,1,04/05/2025,0.375,0,0.955,0,Saturday,Wednesday
B001124,H006,H006-R063,14/01/2024,02/03/2024,04/03/2024,48,2,1,Direct,NRF,84.08,168.16,0,0,,0.683,0,1.051,0,Sunday,Saturday
B001125,H005,H005-R043,21/05/2025,25/09/2025,30/09/2025,127,5,1,OTA-Booking,NRF,102.69,513.45,0,0,,0.33,0,1.096,0,Wednesday,Thursday
B001126,H010,H010-R006,21/06/2024,25/09/2024,03/10/2024,96,8,4,OTA-Expedia,NRF,89.12,712.96,0,1,28/06/2024,0.336,0,0.892,0,Friday,Wednesday
B001127,H005,H005-R024,21/06/2024,08/09/2024,15/09/2024,79,7,3,OTA-Booking,Semi-Flex,115.84,810.88,1,0,,0.461,0,1.112,0,Friday,Sunday
B001128,H008,H008-R037,29/08/2025,31/08/2025,03/09/2025,2,3,1,Direct,NRF,137.09,411.27,0,0,,0.468,0,1.105,0,Friday,Sunday
B001129,H003,H003-R009,16/06/2025,01/12/2025,05/12/2025,168,4,3,OTA-Booking,Flexible,66.39,265.56,1,0,,0.421,0,1.022,0,Monday,Monday
B001130,H013,H013-R028,09/06/2025,19/11/2025,20/11/2025,163,1,3,OTA-Booking,Flexible,70.53,70.53,1,0,,0.452,0,1.035,0,Monday,Wednesday
B001131,H013,H013-R027,30/08/2024,23/11/2024,30/11/2024,85,7,3,OTA-Booking,NRF,86.82,607.74,0,0,,0.444,0,1.029,0,Friday,Saturday
B001132,H007,H007-R013,26/10/2025,14/12/2025,18/12/2025,49,4,3,OTA-Expedia,Flexible,52.05,208.2,1,0,,0.461,0,0.962,0,Sunday,Sunday
B001133,H009,H009-R030,06/11/2024,10/02/2025,18/02/2025,96,8,2,OTA-Expedia,NRF,54.54,436.32,0,1,13/11/2024,0.313,0,1.087,0,Wednesday,Monday
B001134,H010,H010-R008,11/01/2024,24/01/2024,26/01/2024,13,2,3,OTA-Booking,Flexible,52.1,104.2,1,0,,0.409,0,1.077,0,Thursday,Wednesday
B001135,H003,H003-R019,16/11/2024,31/03/2025,10/04/2025,135,10,3,Direct,Flexible,85.73,857.3,1,1,02/03/2025,0.477,1,1.024,0,Saturday,Monday
B001136,H001,H001-R025,08/07/2024,23/09/2024,24/09/2024,77,1,4,Phone,Flexible,88.36,88.36,1,0,,0.177,0,1.135,0,Monday,Monday
B001137,H001,H001-R013,08/04/2024,14/04/2024,17/04/2024,6,3,2,Phone,Flexible,59.03,177.09,1,0,,0.692,0,1.11,0,Monday,Sunday
B001138,H006,H006-R036,17/01/2024,22/01/2024,29/01/2024,5,7,3,OTA-Expedia,Semi-Flex,88.64,620.48,1,0,,0.38,1,0.985,0,Wednesday,Monday
B001139,H003,H003-R054,11/01/2024,06/03/2024,10/03/2024,55,4,4,Direct,Flexible,70.57,282.28,1,0,,0.534,0,1.151,0,Thursday,Wednesday
B001140,H005,H005-R002,18/04/2024,26/05/2024,01/06/2024,38,6,4,OTA-Booking,Flexible,75.88,455.28,1,0,,0.6,1,0.881,0,Thursday,Sunday
B001141,H012,H012-R026,03/06/2025,25/08/2025,29/08/2025,83,4,1,Direct,Semi-Flex,154.74,618.96,1,1,20/06/2025,0.244,0,1.056,0,Tuesday,Monday
B001142,H004,H004-R031,05/02/2024,11/04/2024,19/04/2024,66,8,3,OTA-Booking,Semi-Flex,79.47,635.76,1,0,,0.477,0,0.868,0,Monday,Thursday
B001143,H007,H007-R011,01/02/2025,27/04/2025,01/05/2025,85,4,1,OTA-Booking,Semi-Flex,77.95,311.8,1,0,,0.709,1,1.064,0,Saturday,Sunday
B001144,H014,H014-R061,21/02/2025,27/02/2025,01/03/2025,6,2,2,Direct,NRF,88.35,176.7,0,0,,0.212,0,1.037,0,Friday,Thursday
B001145,H006,H006-R027,09/08/2024,26/09/2024,03/10/2024,48,7,2,Phone,Flexible,137.55,962.85,1,0,,0.756,0,0.905,0,Friday,Thursday
B001146,H015,H015-R052,08/11/2024,10/03/2025,12/03/2025,122,2,1,OTA-Booking,Flexible,69.26,138.52,1,1,12/02/2025,0.629,0,1.112,0,Friday,Monday
B001147,H006,H006-R010,02/10/2024,06/12/2024,12/12/2024,65,6,4,Corporate,Flexible,76.63,459.78,1,0,,0.243,0,0.99,0,Wednesday,Friday
B001148,H010,H010-R018,07/01/2024,20/01/2024,26/01/2024,13,6,4,Corporate,Semi-Flex,54.85,329.1,1,0,,0.247,0,1.014,0,Sunday,Saturday
B001149,H013,H013-R015,30/07/2025,20/08/2025,25/08/2025,21,5,2,Phone,Flexible,139.51,697.55,1,0,,0.564,0,0.954,0,Wednesday,Wednesday
B001150,H005,H005-R037,30/09/2024,09/02/2025,15/02/2025,132,6,4,Direct,NRF,63.09,378.54,0,0,,0.71,0,1.071,0,Monday,Sunday
B001151,H001,H001-R013,08/01/2024,09/01/2024,13/01/2024,1,4,4,Direct,NRF,50.57,202.28,0,0,,0.488,0,1.13,0,Monday,Tuesday
B001152,H009,H009-R009,02/05/2025,18/08/2025,27/08/2025,108,9,3,OTA-Booking,NRF,97.53,877.77,0,0,,0.703,1,0.898,0,Friday,Monday
B001153,H010,H010-R017,10/10/2025,30/11/2025,04/12/2025,51,4,1,Direct,NRF,47.58,190.32,0,1,30/10/2025,0.573,0,1.045,0,Friday,Sunday
B001154,H012,H012-R056,21/02/2025,21/05/2025,23/05/2025,89,2,4,Direct,Semi-Flex,107.19,214.38,1,0,,0.312,1,0.976,0,Friday,Wednesday
B001155,H014,H014-R034,07/08/2024,01/02/2025,02/02/2025,178,1,3,OTA-Booking,NRF,82.57,82.57,0,0,,0.72,0,1.108,0,Wednesday,Saturday
B001156,H010,H010-R026,20/03/2024,22/06/2024,29/06/2024,94,7,1,OTA-Expedia,NRF,83.52,584.64,0,0,,0.95,0,0.93,0,Wednesday,Saturday
B001157,H002,H002-R065,24/05/2024,01/06/2024,06/06/2024,8,5,2,Phone,Semi-Flex,138.36,691.8,1,0,,0.773,0,0.892,0,Friday,Saturday
B001158,H002,H002-R013,01/09/2025,23/09/2025,28/09/2025,22,5,4,OTA-Booking,Semi-Flex,117.68,588.4,1,0,,0.193,0,0.986,0,Monday,Tuesday
B001159,H007,H007-R003,28/04/2024,19/10/2024,29/10/2024,174,10,4,OTA-Booking,NRF,69.13,691.3,0,1,21/07/2024,0.391,0,0.973,0,Sunday,Saturday
B001160,H006,H006-R019,10/11/2024,23/03/2025,28/03/2025,133,5,4,Direct,NRF,101.03,505.15,0,0,,0.779,0,0.911,0,Sunday,Sunday
B001161,H007,H007-R008,11/04/2025,03/07/2025,10/07/2025,83,7,1,OTA-Expedia,Semi-Flex,80.75,565.25,1,0,,0.169,0,1.016,0,Friday,Thursday
B001162,H011,H011-R042,05/06/2024,23/07/2024,26/07/2024,48,3,2,OTA-Booking,Flexible,97.31,291.93,1,1,28/06/2024,0.747,0,0.912,0,Wednesday,Tuesday
B001163,H009,H009-R032,25/01/2025,19/07/2025,28/07/2025,175,9,3,OTA-Expedia,Semi-Flex,85.09,765.81,1,1,07/04/2025,0.887,0,0.872,0,Saturday,Saturday
B001164,H013,H013-R057,21/10/2024,10/11/2024,12/11/2024,20,2,1,OTA-Booking,Flexible,94.45,188.9,1,0,,0.547,0,1.218,0,Monday,Sunday
B001165,H014,H014-R025,28/04/2025,26/06/2025,05/07/2025,59,9,1,Direct,NRF,131.11,1179.99,0,0,,0.731,2,0.97,0,Monday,Thursday
B001166,H012,H012-R071,15/07/2025,08/11/2025,09/11/2025,116,1,4,OTA-Booking,NRF,104.69,104.69,0,0,,0.538,0,1.171,0,Tuesday,Saturday
B001167,H001,H001-R025,20/10/2024,11/03/2025,13/03/2025,142,2,3,Corporate,Semi-Flex,48.43,96.86,1,0,,0.46,0,1.055,0,Sunday,Tuesday
B001168,H007,H007-R011,26/06/2024,14/12/2024,19/12/2024,171,5,2,Phone,Flexible,59.52,297.6,1,0,,0.252,0,1.11,0,Wednesday,Saturday
B001169,H010,H010-R006,01/11/2024,30/03/2025,03/04/2025,149,4,1,Direct,Flexible,54.82,219.28,1,0,,0.413,0,1.008,0,Friday,Sunday
B001170,H015,H015-R016,04/07/2024,13/11/2024,15/11/2024,132,2,3,Phone,Flexible,69.83,139.66,1,0,,0.544,0,0.925,0,Thursday,Wednesday
B001171,H011,H011-R004,07/04/2025,11/09/2025,15/09/2025,157,4,2,OTA-Booking,Semi-Flex,116.61,466.44,1,1,21/07/2025,0.628,0,1.051,0,Monday,Thursday
B001172,H003,H003-R021,08/09/2025,16/09/2025,18/09/2025,8,2,2,OTA-Booking,NRF,131.57,263.14,0,0,,0.116,0,1.121,0,Monday,Tuesday
B001173,H006,H006-R049,17/04/2024,21/05/2024,26/05/2024,34,5,1,Corporate,NRF,109.28,546.4,0,0,,0.235,0,0.966,0,Wednesday,Tuesday
B001174,H015,H015-R006,24/05/2025,28/09/2025,07/10/2025,127,9,1,Corporate,Semi-Flex,114.4,1029.6,1,1,30/06/2025,0.825,1,0.977,0,Saturday,Sunday
B001175,H011,H011-R014,23/05/2025,28/07/2025,06/08/2025,66,9,1,OTA-Expedia,Semi-Flex,110.54,994.86,1,0,,0.815,2,1.015,0,Friday,Monday
B001176,H008,H008-R008,09/03/2025,08/07/2025,11/07/2025,121,3,3,Direct,NRF,122.02,366.06,0,0,,0.448,1,1.037,0,Sunday,Tuesday
B001177,H012,H012-R066,17/06/2024,04/07/2024,06/07/2024,17,2,1,Direct,NRF,129.12,258.24,0,0,,0.709,0,0.991,0,Monday,Thursday
B001178,H002,H002-R038,15/06/2024,05/12/2024,11/12/2024,173,6,1,OTA-Expedia,NRF,82.84,497.04,0,0,,0.436,0,0.744,0,Saturday,Thursday
B001179,H008,H008-R055,07/01/2024,07/02/2024,09/02/2024,31,2,2,OTA-Expedia,Semi-Flex,78.61,157.22,1,0,,0.339,0,1.033,0,Sunday,Wednesday
B001180,H015,H015-R045,29/12/2024,03/02/2025,07/02/2025,36,4,3,OTA-Booking,Semi-Flex,79.8,319.2,1,1,31/12/2024,0.577,0,0.963,0,Sunday,Monday
B001181,H006,H006-R028,20/04/2025,20/07/2025,25/07/2025,91,5,3,OTA-Booking,NRF,146.54,732.7,0,0,,0.793,1,1.042,0,Sunday,Sunday
B001182,H008,H008-R011,16/03/2025,27/07/2025,28/07/2025,133,1,2,OTA-Expedia,Flexible,130.36,130.36,1,0,,0.619,0,1.02,0,Sunday,Sunday
B001183,H013,H013-R055,27/06/2024,21/11/2024,26/11/2024,147,5,4,OTA-Expedia,NRF,84.99,424.95,0,0,,0.786,0,1.009,0,Thursday,Thursday
B001184,H002,H002-R042,26/08/2024,28/01/2025,03/02/2025,155,6,1,OTA-Expedia,NRF,72.55,435.3,0,0,,0.544,0,1.133,0,Monday,Tuesday
B001185,H001,H001-R025,02/10/2025,29/12/2025,08/01/2026,88,10,2,OTA-Booking,Semi-Flex,51.26,512.6,1,1,27/12/2025,0.491,0,0.989,0,Thursday,Monday
B001186,H002,H002-R019,07/01/2024,10/01/2024,14/01/2024,3,4,4,OTA-Booking,Semi-Flex,73.43,293.72,1,0,,0.359,0,0.867,0,Sunday,Wednesday
B001187,H003,H003-R044,19/09/2024,07/02/2025,08/02/2025,141,1,4,OTA-Expedia,Flexible,78.71,78.71,1,0,,0.396,0,0.95,0,Thursday,Friday
B001188,H015,H015-R051,25/03/2024,08/08/2024,15/08/2024,136,7,2,Corporate,NRF,128.68,900.76,0,0,,0.322,0,0.976,0,Monday,Thursday
B001189,H010,H010-R021,08/01/2024,02/04/2024,09/04/2024,85,7,4,Phone,Flexible,63.99,447.93,1,1,24/02/2024,0.388,1,0.923,0,Monday,Tuesday
B001190,H007,H007-R008,24/06/2024,05/09/2024,11/09/2024,73,6,1,Corporate,NRF,87.04,522.24,0,0,,0.318,0,0.996,0,Monday,Thursday
B001191,H015,H015-R015,17/12/2024,16/03/2025,19/03/2025,89,3,3,OTA-Booking,NRF,84.01,252.03,0,0,,0.48,0,1.103,0,Tuesday,Sunday
B001192,H006,H006-R045,08/12/2024,26/01/2025,03/02/2025,49,8,3,Direct,NRF,89.87,718.96,0,0,,0.207,0,0.938,0,Sunday,Sunday
B001193,H012,H012-R048,19/03/2024,09/05/2024,13/05/2024,51,4,1,OTA-Booking,Semi-Flex,114.37,457.48,1,0,,0.008,1,1.158,0,Tuesday,Thursday
B001194,H009,H009-R003,17/11/2024,04/12/2024,11/12/2024,17,7,3,OTA-Booking,NRF,51.4,359.8,0,1,19/11/2024,0.074,1,1.049,0,Sunday,Wednesday
B001195,H004,H004-R020,17/02/2024,21/03/2024,24/03/2024,33,3,1,Direct,Flexible,60.77,182.31,1,0,,0.337,0,1.098,0,Saturday,Thursday
B001196,H009,H009-R004,13/08/2025,12/12/2025,18/12/2025,121,6,4,Phone,NRF,48.27,289.62,0,0,,0.128,1,1.065,0,Wednesday,Friday
B001197,H006,H006-R076,13/10/2024,09/04/2025,13/04/2025,178,4,3,Direct,NRF,102.75,411,0,0,,0.438,0,0.838,0,Sunday,Wednesday
B001198,H014,H014-R038,11/08/2025,05/12/2025,15/12/2025,116,10,1,OTA-Expedia,Flexible,90.73,907.3,1,0,,0.387,1,1.035,0,Monday,Friday
B001199,H004,H004-R039,05/04/2025,01/05/2025,02/05/2025,26,1,1,Direct,NRF,74.42,74.42,0,0,,0.094,0,1.042,1,Saturday,Thursday
B001200,H011,H011-R053,04/01/2024,26/02/2024,03/03/2024,53,6,1,OTA-Booking,NRF,72.22,433.32,0,1,03/02/2024,0.49,0,0.945,0,Thursday,Monday
B001201,H014,H014-R010,14/03/2024,26/04/2024,02/05/2024,43,6,2,Direct,Flexible,111.37,668.22,1,0,,0.565,1,0.926,0,Thursday,Friday
B001202,H008,H008-R063,07/06/2024,01/07/2024,11/07/2024,24,10,4,OTA-Booking,Flexible,124.04,1240.4,1,0,,0.569,0,0.99,0,Friday,Monday
B001203,H002,H002-R040,10/03/2024,16/03/2024,22/03/2024,6,6,1,OTA-Expedia,Flexible,78.4,470.4,1,0,,0.487,1,1.059,0,Sunday,Saturday
B001204,H006,H006-R069,14/06/2025,17/08/2025,26/08/2025,64,9,2,Phone,Flexible,126.33,1136.97,1,0,,0.497,2,0.887,0,Saturday,Sunday
B001205,H008,H008-R020,13/01/2024,20/01/2024,26/01/2024,7,6,2,Direct,Flexible,85.44,512.64,1,0,,0.356,1,1.012,0,Saturday,Saturday
B001206,H005,H005-R008,18/04/2025,06/05/2025,07/05/2025,18,1,3,Direct,NRF,72.2,72.2,0,0,,0.483,0,0.911,0,Friday,Tuesday
B001207,H001,H001-R014,20/02/2025,30/03/2025,06/04/2025,38,7,1,Direct,Flexible,56.22,393.54,1,0,,0.328,0,0.978,0,Thursday,Sunday
B001208,H002,H002-R047,29/01/2024,11/02/2024,15/02/2024,13,4,1,Direct,NRF,74.81,299.24,0,0,,0.386,0,0.965,0,Monday,Sunday
B001209,H009,H009-R024,03/01/2024,05/03/2024,11/03/2024,62,6,1,OTA-Booking,Flexible,49.97,299.82,1,1,03/02/2024,0.036,0,0.947,0,Wednesday,Tuesday
B001210,H004,H004-R043,31/03/2025,24/08/2025,03/09/2025,146,10,2,OTA-Booking,Semi-Flex,102.18,1021.8,1,0,,0.548,0,0.985,0,Monday,Sunday
B001211,H014,H014-R022,10/11/2024,28/11/2024,29/11/2024,18,1,4,OTA-Booking,Semi-Flex,79.64,79.64,1,0,,0.624,0,1.02,0,Sunday,Thursday
B001212,H011,H011-R011,04/01/2025,09/04/2025,11/04/2025,95,2,4,Phone,Flexible,94.01,188.02,1,0,,0.311,1,1.021,0,Saturday,Wednesday
B001213,H015,H015-R046,25/01/2025,02/03/2025,12/03/2025,36,10,2,Direct,NRF,86.69,866.9,0,0,,0.964,0,1.01,0,Saturday,Sunday
B001214,H007,H007-R002,17/11/2025,18/11/2025,20/11/2025,1,2,3,Corporate,Flexible,53.08,106.16,1,0,,0.343,0,1.071,0,Monday,Tuesday
B001215,H009,H009-R006,27/05/2025,09/10/2025,17/10/2025,135,8,4,OTA-Booking,Flexible,66.12,528.96,1,0,,0.242,0,0.878,0,Tuesday,Thursday
B001216,H010,H010-R007,01/12/2024,25/05/2025,02/06/2025,175,8,3,OTA-Expedia,Flexible,65.53,524.24,1,0,,0.408,0,0.984,0,Sunday,Sunday
B001217,H002,H002-R062,15/11/2024,07/04/2025,14/04/2025,143,7,2,Corporate,Flexible,91.82,642.74,1,0,,0.6,1,0.982,0,Friday,Monday
B001218,H003,H003-R014,13/03/2025,11/06/2025,12/06/2025,90,1,1,Corporate,Semi-Flex,115.19,115.19,1,0,,0.406,0,0.93,0,Thursday,Wednesday
B001219,H003,H003-R028,13/01/2024,16/01/2024,25/01/2024,3,9,1,Direct,NRF,64.83,583.47,0,0,,0.371,0,0.928,0,Saturday,Tuesday
B001220,H011,H011-R030,23/12/2024,06/03/2025,09/03/2025,73,3,4,OTA-Booking,Semi-Flex,74.63,223.89,1,0,,0.556,1,1.105,0,Monday,Thursday
B001221,H011,H011-R005,09/01/2024,25/02/2024,02/03/2024,47,6,3,Direct,Flexible,64.51,387.06,1,0,,0.712,0,1.1,0,Tuesday,Sunday
B001222,H006,H006-R003,09/07/2024,20/10/2024,26/10/2024,103,6,2,Corporate,Semi-Flex,128.18,769.08,1,0,,0.502,0,1.032,0,Tuesday,Sunday
B001223,H002,H002-R001,15/03/2025,12/06/2025,21/06/2025,89,9,1,Direct,Flexible,123.11,1107.99,1,0,,0.27,0,0.94,0,Saturday,Thursday
B001224,H009,H009-R016,11/02/2024,20/04/2024,24/04/2024,69,4,4,OTA-Booking,NRF,73.96,295.84,0,0,,0.189,0,0.979,0,Sunday,Saturday
B001225,H008,H008-R035,06/06/2024,07/06/2024,17/06/2024,1,10,2,Corporate,NRF,106.1,1061,0,0,,0.516,1,1.01,0,Thursday,Friday
